
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
DA:A1:19:60:23:D7, 2018-10-31 17:12:58, 2018-10-31 17:12:58, -79,        1, (not associated) ,
DA:A1:19:8B:40:5E, 2018-10-31 17:13:00, 2018-10-31 17:13:01, -77,        9, (not associated) ,
30:CB:F8:E5:27:3D, 2018-10-31 17:13:11, 2018-10-31 17:13:11, -93,        1, (not associated) ,kjpp pung
DA:A1:19:1C:18:71, 2018-10-31 17:13:11, 2018-10-31 17:13:12, -89,        4, (not associated) ,
DA:04:B7:96:36:23, 2018-10-31 17:13:09, 2018-10-31 17:13:09, -85,        1, (not associated) ,
DA:A1:19:45:EC:7A, 2018-10-31 17:13:11, 2018-10-31 17:13:11, -83,        5, (not associated) ,
12:AB:19:EF:E0:CE, 2018-10-31 17:13:11, 2018-10-31 17:13:11, -82,        1, (not associated) ,
DA:A1:19:28:7D:5F, 2018-10-31 17:13:13, 2018-10-31 17:13:14, -81,        5, (not associated) ,
FA:75:9D:50:7C:4C, 2018-10-31 17:13:12, 2018-10-31 17:13:12, -81,        2, (not associated) ,CrewSun
DA:A1:19:79:20:35, 2018-10-31 17:13:22, 2018-10-31 17:13:22, -91,        1, (not associated) ,Marlboro
70:78:8B:B3:FA:31, 2018-10-31 17:13:23, 2018-10-31 17:13:23, -91,        1, (not associated) ,
DA:A1:19:86:38:F0, 2018-10-31 17:13:26, 2018-10-31 17:13:26, -91,        1, (not associated) ,
14:A3:64:1A:37:03, 2018-10-31 17:12:42, 2018-10-31 17:13:25, -90,        7, (not associated) ,
DA:A1:19:FE:F1:4E, 2018-10-31 17:13:24, 2018-10-31 17:13:24, -87,        5, (not associated) ,
DA:A1:19:B1:16:21, 2018-10-31 17:13:23, 2018-10-31 17:13:23, -83,        5, (not associated) ,
DA:A1:19:2F:8C:F7, 2018-10-31 17:13:21, 2018-10-31 17:13:21, -81,        1, (not associated) ,
DA:A1:19:3D:DC:C7, 2018-10-31 17:13:34, 2018-10-31 17:13:34, -87,        1, (not associated) ,
DA:A1:19:75:A1:6A, 2018-10-31 17:13:37, 2018-10-31 17:13:37, -86,        1, (not associated) ,
DA:A1:19:55:F4:5C, 2018-10-31 17:13:37, 2018-10-31 17:13:37, -86,        2, (not associated) ,
2C:4D:54:19:0D:60, 2018-10-31 17:13:34, 2018-10-31 17:13:35, -85,        5, (not associated) ,
02:39:80:D9:48:35, 2018-10-31 17:13:34, 2018-10-31 17:13:34, -84,        2, (not associated) ,
DA:A1:19:BD:73:D1, 2018-10-31 17:13:34, 2018-10-31 17:13:35, -84,        7, (not associated) ,
86:71:F4:B3:DF:E4, 2018-10-31 17:13:36, 2018-10-31 17:13:36, -84,        1, (not associated) ,
D0:F8:8C:3D:93:50, 2018-10-31 17:13:12, 2018-10-31 17:13:38, -83,        5, C8:D7:79:E2:B9:A5,
DA:A1:19:09:71:8C, 2018-10-31 17:13:37, 2018-10-31 17:13:37, -80,        2, (not associated) ,
B2:B5:41:53:0B:1A, 2018-10-31 17:13:47, 2018-10-31 17:13:47, -92,        1, (not associated) ,
DA:A1:19:BE:72:92, 2018-10-31 17:13:49, 2018-10-31 17:13:49, -90,        1, (not associated) ,
F6:DB:AC:2A:5C:1F, 2018-10-31 17:13:45, 2018-10-31 17:13:46, -86,        3, (not associated) ,
DA:A1:19:2E:8B:63, 2018-10-31 17:13:49, 2018-10-31 17:13:49, -84,        1, (not associated) ,
FE:52:65:1C:81:75, 2018-10-31 17:04:45, 2018-10-31 17:13:45, -83,        5, (not associated) ,
CE:90:C1:BA:54:BD, 2018-10-31 17:13:45, 2018-10-31 17:13:45, -82,        2, (not associated) ,
EC:51:BC:64:E1:E5, 2018-10-31 17:13:45, 2018-10-31 17:13:45, -80,        2, (not associated) ,
1C:77:F6:42:FF:B4, 2018-10-31 17:13:45, 2018-10-31 17:13:45, -79,        6, (not associated) ,
DA:A1:19:97:D6:DE, 2018-10-31 17:13:48, 2018-10-31 17:13:48, -79,        5, (not associated) ,
DA:A1:19:D3:3C:D6, 2018-10-31 17:13:45, 2018-10-31 17:13:45, -73,        5, (not associated) ,
DA:A1:19:C9:D8:A8, 2018-10-31 17:13:47, 2018-10-31 17:13:48, -72,       24, (not associated) ,
DA:A1:19:29:0E:E5, 2018-10-31 17:13:57, 2018-10-31 17:13:57, -90,        1, (not associated) ,
30:CB:F8:EF:94:01, 2018-10-31 17:14:02, 2018-10-31 17:14:02, -90,        2, (not associated) ,
DA:A1:19:8F:D4:5D, 2018-10-31 17:13:58, 2018-10-31 17:13:58, -88,        1, (not associated) ,
A2:A4:A2:95:91:73, 2018-10-31 17:14:00, 2018-10-31 17:14:00, -88,        1, (not associated) ,
DA:A1:19:F4:34:11, 2018-10-31 17:13:58, 2018-10-31 17:13:58, -82,        1, (not associated) ,
DA:A1:19:B9:C9:23, 2018-10-31 17:14:01, 2018-10-31 17:14:01, -81,        9, (not associated) ,
DA:A1:19:F4:6A:EF, 2018-10-31 17:14:01, 2018-10-31 17:14:01, -74,        3, (not associated) ,
DA:A1:19:E8:BC:70, 2018-10-31 17:14:02, 2018-10-31 17:14:02, -73,        1, (not associated) ,
DA:A1:19:32:61:4C, 2018-10-31 17:14:02, 2018-10-31 17:14:02, -70,        1, (not associated) ,
DA:A1:19:9D:3A:25, 2018-10-31 17:14:02, 2018-10-31 17:14:02, -70,        1, (not associated) ,
DA:A1:19:0C:A9:94, 2018-10-31 17:14:02, 2018-10-31 17:14:02, -69,        1, (not associated) ,
DA:A1:19:FC:99:84, 2018-10-31 17:14:02, 2018-10-31 17:14:02, -65,        1, (not associated) ,
28:E3:1F:59:11:AA, 2018-10-31 17:14:13, 2018-10-31 17:14:13, -90,        6, (not associated) ,KARYA TAMA,R.Rapat,PAUD,123456789,ZTE-5a94e7,RUTAN via icon+
1C:77:F6:4F:4B:E4, 2018-10-31 17:13:51, 2018-10-31 17:14:12, -89,        2, (not associated) ,
1A:D7:B8:67:61:41, 2018-10-31 17:14:09, 2018-10-31 17:14:09, -79,        1, (not associated) ,
DA:A1:19:19:12:4C, 2018-10-31 17:14:14, 2018-10-31 17:14:14, -78,        6, (not associated) ,
EC:51:BC:65:33:1D, 2018-10-31 17:14:10, 2018-10-31 17:14:10, -77,        2, (not associated) ,
3E:84:1F:F1:83:60, 2018-10-31 17:14:12, 2018-10-31 17:14:12, -77,        1, (not associated) ,
DA:A1:19:3E:90:58, 2018-10-31 17:14:09, 2018-10-31 17:14:09, -76,        2, (not associated) ,
DA:A1:19:EF:72:8A, 2018-10-31 17:14:09, 2018-10-31 17:14:09, -75,        2, (not associated) ,
DA:A1:19:54:FE:5F, 2018-10-31 17:14:11, 2018-10-31 17:14:12, -74,        3, (not associated) ,
DA:A1:19:61:C0:CE, 2018-10-31 17:14:22, 2018-10-31 17:14:23, -85,       12, (not associated) ,
C0:87:EB:C9:90:8F, 2018-10-31 17:14:24, 2018-10-31 17:14:24, -85,        2, (not associated) ,
DA:A1:19:F4:B7:04, 2018-10-31 17:14:22, 2018-10-31 17:14:22, -84,        1, (not associated) ,
FA:53:92:50:11:CB, 2018-10-31 17:14:24, 2018-10-31 17:14:24, -83,        3, (not associated) ,
DA:A1:19:3F:D6:39, 2018-10-31 17:14:25, 2018-10-31 17:14:25, -81,        9, (not associated) ,
DA:A1:19:9F:F0:86, 2018-10-31 17:14:24, 2018-10-31 17:14:24, -76,        5, (not associated) ,
B0:FC:36:79:4B:FF, 2018-10-31 17:14:22, 2018-10-31 17:14:22, -75,        8, (not associated) ,
08:8C:2C:D6:72:B1, 2018-10-31 17:02:33, 2018-10-31 17:14:25, -73,        9, (not associated) ,
DA:A1:19:51:25:10, 2018-10-31 17:14:23, 2018-10-31 17:14:23, -72,        1, (not associated) ,
DA:A1:19:03:58:43, 2018-10-31 17:14:24, 2018-10-31 17:14:24, -70,        1, (not associated) ,
DA:A1:19:4A:B2:66, 2018-10-31 17:14:24, 2018-10-31 17:14:24, -70,        1, (not associated) ,
DA:A1:19:AF:F3:A5, 2018-10-31 17:14:38, 2018-10-31 17:14:38, -85,        4, (not associated) ,2015dp0922
DA:A1:19:EE:9D:1D, 2018-10-31 17:14:38, 2018-10-31 17:14:38, -85,        1, (not associated) ,
DA:A1:19:ED:61:FE, 2018-10-31 17:14:33, 2018-10-31 17:14:33, -82,        4, (not associated) ,
B8:08:D7:64:9E:18, 2018-10-31 17:13:34, 2018-10-31 17:14:37, -81,        3, (not associated) ,
DA:A1:19:B6:CD:2F, 2018-10-31 17:14:38, 2018-10-31 17:14:38, -81,        4, (not associated) ,
DA:A1:19:C7:40:36, 2018-10-31 17:14:35, 2018-10-31 17:14:36, -77,        6, (not associated) ,
22:7D:E8:8F:E4:5B, 2018-10-31 17:14:35, 2018-10-31 17:14:35, -69,        2, (not associated) ,
DA:A1:19:1D:06:F1, 2018-10-31 17:14:48, 2018-10-31 17:14:48, -95,        1, (not associated) ,
D6:BF:D9:5C:3C:91, 2018-10-31 17:14:48, 2018-10-31 17:14:48, -93,        1, (not associated) ,
4C:1A:3D:82:62:92, 2018-10-31 17:14:02, 2018-10-31 17:14:45, -92,       11, (not associated) ,
DA:A1:19:06:74:B3, 2018-10-31 17:14:46, 2018-10-31 17:14:46, -81,        3, (not associated) ,
DA:A1:19:60:DD:6E, 2018-10-31 17:14:49, 2018-10-31 17:14:49, -81,        6, (not associated) ,
68:C4:4D:30:7B:63, 2018-10-31 17:14:50, 2018-10-31 17:14:50, -81,        1, (not associated) ,
DA:A1:19:15:44:F8, 2018-10-31 17:14:45, 2018-10-31 17:14:45, -76,        1, (not associated) ,
6A:55:29:15:78:6F, 2018-10-31 17:14:49, 2018-10-31 17:14:49, -74,        3, (not associated) ,
DA:A1:19:39:0D:F8, 2018-10-31 17:14:45, 2018-10-31 17:14:45, -70,        1, (not associated) ,
DA:A1:19:BE:92:7D, 2018-10-31 17:14:45, 2018-10-31 17:14:45, -70,        1, (not associated) ,
06:61:76:AB:E3:49, 2018-10-31 17:14:58, 2018-10-31 17:14:58, -91,        1, (not associated) ,
E4:C4:83:4D:FE:23, 2018-10-31 17:14:56, 2018-10-31 17:14:57, -85,        3, (not associated) ,
DE:06:B9:28:23:CD, 2018-10-31 17:14:57, 2018-10-31 17:14:57, -85,        4, (not associated) ,
DA:A1:19:E1:38:23, 2018-10-31 17:15:00, 2018-10-31 17:15:00, -84,        2, (not associated) ,
E4:C4:83:71:39:77, 2018-10-31 17:15:00, 2018-10-31 17:15:00, -83,        1, (not associated) ,
DA:A1:19:E0:66:49, 2018-10-31 17:14:59, 2018-10-31 17:15:00, -82,        9, (not associated) ,
DA:A1:19:A6:E7:95, 2018-10-31 17:14:57, 2018-10-31 17:14:57, -80,        4, (not associated) ,
DA:A1:19:01:65:06, 2018-10-31 17:15:02, 2018-10-31 17:15:02, -80,       10, (not associated) ,
1E:AD:AE:AF:90:9D, 2018-10-31 17:13:31, 2018-10-31 17:15:00, -68,        3, (not associated) ,
DA:A1:19:1C:70:8A, 2018-10-31 17:15:12, 2018-10-31 17:15:12, -91,        1, (not associated) ,
DA:A1:19:B0:AF:2D, 2018-10-31 17:15:15, 2018-10-31 17:15:15, -91,        1, (not associated) ,
10:2A:B3:6C:27:40, 2018-10-31 17:15:09, 2018-10-31 17:15:09, -86,        1, (not associated) ,
DA:A1:19:8E:5C:72, 2018-10-31 17:15:13, 2018-10-31 17:15:13, -86,       15, (not associated) ,
52:1D:6B:B0:6D:45, 2018-10-31 17:15:09, 2018-10-31 17:15:09, -85,        2, (not associated) ,
DA:A1:19:FD:A3:FB, 2018-10-31 17:15:15, 2018-10-31 17:15:15, -84,        3, (not associated) ,
DA:A1:19:CE:A4:58, 2018-10-31 17:15:14, 2018-10-31 17:15:14, -83,        2, (not associated) ,Playmedia,AAAAAAAAAAAABwEIRedmi
DA:A1:19:1D:44:B4, 2018-10-31 17:15:08, 2018-10-31 17:15:09, -82,        9, (not associated) ,
DA:A1:19:A9:32:01, 2018-10-31 17:15:10, 2018-10-31 17:15:10, -82,        1, (not associated) ,
DA:A1:19:4A:E9:9D, 2018-10-31 17:15:15, 2018-10-31 17:15:15, -78,        5, (not associated) ,Playmedia,AAAAAAAAAAAABwEIRedmi
DA:A1:19:55:F1:3E, 2018-10-31 17:15:23, 2018-10-31 17:15:23, -81,        5, (not associated) ,
38:0B:40:A0:A0:D5, 2018-10-31 17:15:25, 2018-10-31 17:15:25, -77,        5, (not associated) ,
DA:A1:19:AA:6D:21, 2018-10-31 17:15:35, 2018-10-31 17:15:35, -94,        1, (not associated) ,AAAAAAAAAAAABwEIRedmi
DA:A1:19:7F:53:89, 2018-10-31 17:15:36, 2018-10-31 17:15:36, -89,        1, (not associated) ,
CC:2D:83:BB:CD:A1, 2018-10-31 17:15:38, 2018-10-31 17:15:38, -88,        2, (not associated) ,
DA:A1:19:35:9E:D2, 2018-10-31 17:15:34, 2018-10-31 17:15:34, -85,        6, (not associated) ,
DA:A1:19:C8:E4:97, 2018-10-31 17:15:39, 2018-10-31 17:15:39, -83,        3, (not associated) ,
DA:A1:19:DD:B7:A0, 2018-10-31 17:15:34, 2018-10-31 17:15:34, -78,        5, (not associated) ,
DA:A1:19:83:D1:68, 2018-10-31 17:15:37, 2018-10-31 17:15:37, -78,        2, (not associated) ,
DA:A1:19:6F:8D:0C, 2018-10-31 17:15:38, 2018-10-31 17:15:39, -63,        8, (not associated) ,
DA:A1:19:9A:F2:F5, 2018-10-31 17:15:52, 2018-10-31 17:15:52, -93,        1, (not associated) ,
DA:A1:19:95:12:45, 2018-10-31 17:15:52, 2018-10-31 17:15:52, -87,        1, (not associated) ,
20:5E:F7:F7:F5:CA, 2018-10-31 17:15:49, 2018-10-31 17:15:51, -86,        3, (not associated) ,Dlink,s9ddu0
C4:0B:CB:39:22:B3, 2018-10-31 17:15:49, 2018-10-31 17:15:49, -86,        1, (not associated) ,
DA:A1:19:BB:B8:B5, 2018-10-31 17:15:51, 2018-10-31 17:15:51, -86,        5, (not associated) ,
DA:A1:19:E2:DC:96, 2018-10-31 17:15:49, 2018-10-31 17:15:49, -81,        4, (not associated) ,
DE:76:CC:15:D7:F2, 2018-10-31 17:16:04, 2018-10-31 17:16:04, -91,        1, (not associated) ,
DA:A1:19:69:02:22, 2018-10-31 17:16:02, 2018-10-31 17:16:03, -89,        6, (not associated) ,
8E:D2:5E:AC:13:24, 2018-10-31 17:16:01, 2018-10-31 17:16:01, -84,        2, (not associated) ,
DA:A1:19:16:FC:C0, 2018-10-31 17:16:03, 2018-10-31 17:16:03, -82,       12, (not associated) ,
0E:46:32:2F:B3:76, 2018-10-31 17:16:04, 2018-10-31 17:16:04, -75,        2, (not associated) ,
DA:A1:19:C5:88:05, 2018-10-31 17:16:14, 2018-10-31 17:16:14, -91,        1, (not associated) ,
1C:77:F6:5B:EC:3A, 2018-10-31 17:16:16, 2018-10-31 17:16:16, -89,        2, (not associated) ,
90:21:81:97:7A:83, 2018-10-31 17:16:12, 2018-10-31 17:16:13, -88,        3, (not associated) ,
8E:5C:3F:79:D3:68, 2018-10-31 17:16:17, 2018-10-31 17:16:17, -75,        3, (not associated) ,
DA:A1:19:43:74:F1, 2018-10-31 17:16:26, 2018-10-31 17:16:26, -89,        1, (not associated) ,
DA:A1:19:CC:73:3C, 2018-10-31 17:16:29, 2018-10-31 17:16:29, -89,        1, (not associated) ,
DA:A1:19:6D:8D:41, 2018-10-31 17:16:27, 2018-10-31 17:16:27, -86,        1, (not associated) ,
28:83:35:7E:C7:E8, 2018-10-31 17:16:26, 2018-10-31 17:16:26, -81,        5, (not associated) ,
54:14:73:4F:1D:C6, 2018-10-31 17:16:38, 2018-10-31 17:16:38, -93,        3, (not associated) ,YArqYQAAAAAAAwG5khoirul rizal,muke gile
DA:A1:19:3E:FB:C6, 2018-10-31 17:16:42, 2018-10-31 17:16:42, -90,        1, (not associated) ,
DA:A1:19:AF:9A:39, 2018-10-31 17:16:37, 2018-10-31 17:16:37, -88,        4, (not associated) ,IndomieAyamBawang
64:CC:2E:0B:B8:BC, 2018-10-31 17:16:42, 2018-10-31 17:16:42, -88,        1, (not associated) ,
DA:A1:19:92:B2:64, 2018-10-31 17:16:38, 2018-10-31 17:16:38, -87,        1, (not associated) ,purba123
DA:A1:19:00:B2:40, 2018-10-31 17:16:38, 2018-10-31 17:16:38, -86,        1, (not associated) ,purba123
E6:D5:45:B4:17:51, 2018-10-31 17:16:41, 2018-10-31 17:16:41, -86,        5, (not associated) ,
46:78:D6:51:BD:75, 2018-10-31 17:16:41, 2018-10-31 17:16:41, -81,        2, (not associated) ,
DA:A1:19:5F:13:33, 2018-10-31 17:16:53, 2018-10-31 17:16:53, -90,        1, (not associated) ,
DA:A1:19:A9:5D:7D, 2018-10-31 17:16:52, 2018-10-31 17:16:52, -88,        2, (not associated) ,
B4:CB:57:70:84:69, 2018-10-31 17:16:49, 2018-10-31 17:16:49, -87,        2, (not associated) ,
DA:A1:19:C1:3E:95, 2018-10-31 17:16:53, 2018-10-31 17:16:53, -85,        2, (not associated) ,
CE:22:D7:96:97:D8, 2018-10-31 17:16:53, 2018-10-31 17:16:53, -82,        1, (not associated) ,
5A:1A:E3:5B:EF:F8, 2018-10-31 17:16:51, 2018-10-31 17:16:51, -81,        2, (not associated) ,
02:19:09:30:A1:70, 2018-10-31 17:16:49, 2018-10-31 17:16:49, -79,        1, (not associated) ,
B6:69:BD:F2:43:85, 2018-10-31 17:16:51, 2018-10-31 17:16:51, -67,        2, (not associated) ,
DA:A1:19:F1:DA:8E, 2018-10-31 17:17:06, 2018-10-31 17:17:06, -91,        1, (not associated) ,
5E:1C:B3:EC:12:59, 2018-10-31 17:17:02, 2018-10-31 17:17:03, -89,        3, (not associated) ,
CC:2D:83:9A:FD:16, 2018-10-31 17:16:22, 2018-10-31 17:17:02, -88,       13, (not associated) ,
0C:A8:A7:0A:13:CE, 2018-10-31 17:17:03, 2018-10-31 17:17:03, -88,        3, (not associated) ,
F2:54:3F:1B:93:3A, 2018-10-31 17:17:01, 2018-10-31 17:17:01, -87,        3, (not associated) ,
02:04:CA:89:8A:7D, 2018-10-31 17:17:02, 2018-10-31 17:17:02, -85,        1, (not associated) ,
E0:99:71:C3:43:BA, 2018-10-31 17:17:15, 2018-10-31 17:17:15, -91,        1, (not associated) ,
30:CB:F8:57:A0:C9, 2018-10-31 17:17:13, 2018-10-31 17:17:13, -88,        1, (not associated) ,
DA:A1:19:1D:AE:CD, 2018-10-31 17:17:18, 2018-10-31 17:17:18, -88,        4, (not associated) ,
DA:A1:19:8B:08:BA, 2018-10-31 17:17:14, 2018-10-31 17:17:14, -87,        1, (not associated) ,
DA:A1:19:91:45:0A, 2018-10-31 17:17:14, 2018-10-31 17:17:14, -87,        1, (not associated) ,
DA:A1:19:72:ED:7B, 2018-10-31 17:17:18, 2018-10-31 17:17:18, -87,        1, (not associated) ,
DA:A1:19:40:88:41, 2018-10-31 17:17:13, 2018-10-31 17:17:13, -86,        3, (not associated) ,
DA:A1:19:00:E9:9D, 2018-10-31 17:17:18, 2018-10-31 17:17:18, -84,        1, (not associated) ,
DA:A1:19:8C:3E:FB, 2018-10-31 17:17:13, 2018-10-31 17:17:14, -80,        2, (not associated) ,
DA:A1:19:38:C6:F8, 2018-10-31 17:17:15, 2018-10-31 17:17:15, -79,        5, (not associated) ,telkomselpeduli
DA:A1:19:69:F7:85, 2018-10-31 17:17:18, 2018-10-31 17:17:18, -79,        1, (not associated) ,
EE:3C:DC:C5:35:5E, 2018-10-31 17:12:01, 2018-10-31 17:17:13, -78,        3, (not associated) ,
2E:BD:A7:23:5B:1D, 2018-10-31 17:17:15, 2018-10-31 17:17:15, -64,        2, (not associated) ,
96:72:F1:B4:87:62, 2018-10-31 17:17:26, 2018-10-31 17:17:26, -90,        3, (not associated) ,
04:4F:4C:FC:F0:92, 2018-10-31 17:17:24, 2018-10-31 17:17:28, -88,        2, 20:59:78:CF:24:F1,
DA:A1:19:E5:93:06, 2018-10-31 17:17:29, 2018-10-31 17:17:29, -88,        3, (not associated) ,
2E:3D:55:1A:10:AA, 2018-10-31 17:17:26, 2018-10-31 17:17:26, -86,        1, (not associated) ,
CE:8D:0D:A1:0C:33, 2018-10-31 17:17:26, 2018-10-31 17:17:26, -85,        3, (not associated) ,
4A:68:BB:E5:9F:44, 2018-10-31 17:17:29, 2018-10-31 17:17:29, -76,        3, (not associated) ,
38:2D:D1:21:BF:70, 2018-10-31 17:17:43, 2018-10-31 17:17:43, -93,        1, (not associated) ,
92:F8:CF:03:2C:60, 2018-10-31 17:17:41, 2018-10-31 17:17:41, -91,        1, (not associated) ,
DA:A1:19:C4:78:17, 2018-10-31 17:17:39, 2018-10-31 17:17:39, -90,        2, (not associated) ,IndomieAyamBawang
32:10:C5:3C:83:F4, 2018-10-31 17:17:41, 2018-10-31 17:17:41, -90,        1, (not associated) ,
DA:A1:19:23:A0:76, 2018-10-31 17:17:39, 2018-10-31 17:17:39, -85,        3, (not associated) ,IndomieAyamBawang
DA:A1:19:35:F4:1F, 2018-10-31 17:17:41, 2018-10-31 17:17:42, -85,        4, (not associated) ,
16:BA:2C:7A:AD:BB, 2018-10-31 17:17:41, 2018-10-31 17:17:41, -80,        1, (not associated) ,
76:98:0A:8E:E7:A1, 2018-10-31 17:17:43, 2018-10-31 17:17:43, -76,        2, (not associated) ,
DA:A1:19:3C:F0:DB, 2018-10-31 17:17:56, 2018-10-31 17:17:56, -92,        1, (not associated) ,
F0:79:E8:1C:D2:7D, 2018-10-31 17:17:55, 2018-10-31 17:17:55, -91,        1, (not associated) ,
DA:A1:19:D3:E1:FF, 2018-10-31 17:17:52, 2018-10-31 17:17:52, -88,        1, (not associated) ,
DA:A1:19:4B:9A:F8, 2018-10-31 17:17:51, 2018-10-31 17:17:51, -86,        5, (not associated) ,
DA:A1:19:E2:EE:80, 2018-10-31 17:17:55, 2018-10-31 17:17:55, -85,        1, (not associated) ,
E6:63:C4:A8:B0:79, 2018-10-31 17:17:56, 2018-10-31 17:17:56, -85,        1, (not associated) ,
AA:0E:DB:26:EA:98, 2018-10-31 17:17:53, 2018-10-31 17:17:53, -83,        1, (not associated) ,
DA:A1:19:79:91:A0, 2018-10-31 17:17:51, 2018-10-31 17:17:51, -77,        7, (not associated) ,
DA:A1:19:45:19:CD, 2018-10-31 17:17:55, 2018-10-31 17:17:55, -66,        1, (not associated) ,
DA:A1:19:56:50:3B, 2018-10-31 17:17:54, 2018-10-31 17:17:54, -65,        1, (not associated) ,
DA:A1:19:2B:C8:7C, 2018-10-31 17:17:55, 2018-10-31 17:17:55, -65,        1, (not associated) ,
DA:A1:19:4E:22:0D, 2018-10-31 17:17:54, 2018-10-31 17:17:54, -61,        2, (not associated) ,
58:7A:6A:7B:7B:91, 2018-10-31 17:18:02, 2018-10-31 17:18:03, -91,        2, (not associated) ,
1E:11:5D:17:2B:53, 2018-10-31 17:18:08, 2018-10-31 17:18:08, -83,        2, (not associated) ,
DA:A1:19:29:CF:B0, 2018-10-31 17:18:06, 2018-10-31 17:18:06, -79,        3, (not associated) ,
DA:A1:19:22:B0:64, 2018-10-31 17:18:17, 2018-10-31 17:18:17, -93,        1, (not associated) ,
DA:A1:19:F3:8C:F4, 2018-10-31 17:18:18, 2018-10-31 17:18:18, -85,        1, (not associated) ,
DA:A1:19:7D:C1:3E, 2018-10-31 17:18:21, 2018-10-31 17:18:21, -84,        4, (not associated) ,sosismonyet,anakkodok74
DA:A1:19:1D:A9:94, 2018-10-31 17:18:17, 2018-10-31 17:18:17, -81,        2, (not associated) ,
DA:A1:19:93:0E:F9, 2018-10-31 17:18:21, 2018-10-31 17:18:21, -80,        1, (not associated) ,anakkodok74
24:E2:71:C6:E5:6C, 2018-10-31 17:18:21, 2018-10-31 17:18:21, -78,        5, (not associated) ,mitora grup
DA:A1:19:3A:34:E8, 2018-10-31 17:18:16, 2018-10-31 17:18:16, -77,        1, (not associated) ,
DA:A1:19:E0:6C:57, 2018-10-31 17:18:16, 2018-10-31 17:18:16, -73,        2, (not associated) ,
DA:A1:19:65:5F:4A, 2018-10-31 17:18:17, 2018-10-31 17:18:17, -73,        1, (not associated) ,
DA:A1:19:35:79:64, 2018-10-31 17:18:32, 2018-10-31 17:18:32, -87,        1, (not associated) ,
DA:A1:19:29:77:C0, 2018-10-31 17:18:31, 2018-10-31 17:18:31, -86,        1, (not associated) ,
DA:A1:19:6E:9D:C2, 2018-10-31 17:18:32, 2018-10-31 17:18:33, -85,        8, (not associated) ,
FA:AD:85:DC:0F:51, 2018-10-31 17:18:28, 2018-10-31 17:18:28, -82,        1, (not associated) ,
B2:84:AE:C9:18:09, 2018-10-31 17:18:28, 2018-10-31 17:18:28, -81,        2, (not associated) ,
62:37:F5:42:97:BB, 2018-10-31 17:18:28, 2018-10-31 17:18:28, -80,        4, (not associated) ,
E4:C4:83:43:66:19, 2018-10-31 17:18:29, 2018-10-31 17:18:29, -79,        4, (not associated) ,
48:13:7E:2C:B2:E5, 2018-10-31 17:18:13, 2018-10-31 17:18:33, -76,       10, (not associated) ,BPRO5AP_496944,ROTIBAKAR-UPINEPIN
DA:A1:19:17:11:C5, 2018-10-31 17:18:44, 2018-10-31 17:18:44, -94,        1, (not associated) ,
DA:A1:19:90:44:AC, 2018-10-31 17:18:41, 2018-10-31 17:18:41, -93,        2, (not associated) ,IndomieAyamBawang
DA:A1:19:FB:5B:CC, 2018-10-31 17:18:45, 2018-10-31 17:18:45, -87,        1, (not associated) ,
1E:23:AF:1A:78:F3, 2018-10-31 17:18:44, 2018-10-31 17:18:44, -86,        4, (not associated) ,
DA:A1:19:C2:74:28, 2018-10-31 17:18:43, 2018-10-31 17:18:43, -80,        5, (not associated) ,sosismonyet,anakkodok74
74:23:44:9F:D4:10, 2018-10-31 16:59:15, 2018-10-31 17:18:41, -73,        3, (not associated) ,
DA:A1:19:0D:4B:64, 2018-10-31 17:18:41, 2018-10-31 17:18:42, -69,       12, (not associated) ,
DA:A1:19:CE:05:26, 2018-10-31 17:18:58, 2018-10-31 17:18:58, -91,        1, (not associated) ,
20:5E:F7:E7:79:7C, 2018-10-31 17:18:56, 2018-10-31 17:18:56, -89,        3, (not associated) ,rekaspeedy
DA:A1:19:6C:2F:E3, 2018-10-31 17:19:08, 2018-10-31 17:19:08, -93,        1, (not associated) ,BINTANG
DA:A1:19:93:43:F7, 2018-10-31 17:19:09, 2018-10-31 17:19:09, -93,        1, (not associated) ,
BC:20:10:4E:B1:D2, 2018-10-31 17:19:11, 2018-10-31 17:19:11, -92,        1, (not associated) ,
DA:A1:19:1F:87:3B, 2018-10-31 17:19:11, 2018-10-31 17:19:11, -89,        1, (not associated) ,
DA:A1:19:3F:3B:EF, 2018-10-31 17:19:07, 2018-10-31 17:19:07, -84,        1, (not associated) ,
E8:8D:28:CB:5E:96, 2018-10-31 17:19:09, 2018-10-31 17:19:09, -80,        1, (not associated) ,
38:D5:47:61:DB:1C, 2018-10-31 17:19:06, 2018-10-31 17:19:06, -79,        3, (not associated) ,
DA:A1:19:76:DE:92, 2018-10-31 17:19:22, 2018-10-31 17:19:22, -89,        2, (not associated) ,
1C:87:2C:7F:E0:82, 2018-10-31 16:56:17, 2018-10-31 17:19:22, -88,       33, FC:EC:DA:38:DF:10,@FreeBiznetHotspot
DA:A1:19:29:2C:15, 2018-10-31 17:19:23, 2018-10-31 17:19:23, -87,        3, (not associated) ,
DA:A1:19:75:F0:A4, 2018-10-31 17:19:21, 2018-10-31 17:19:21, -84,        2, (not associated) ,
DA:A1:19:4D:47:FB, 2018-10-31 17:19:21, 2018-10-31 17:19:21, -78,        2, (not associated) ,
